"id"	"dtxsid"	"preferred_name"	"casrn"	"mol_formula"	"mol_weight"	"pubchem_cid"
1631	"DTXSID1046003"	"Escitalopram oxalate"	"219861-08-2"	"C22H23FN2O5"	414.433	146571
1632	"DTXSID1046007"	"N-Methylbenzylamine hydrochloride"	"13426-94-3"	"C8H12ClN"	157.64	9855548
1633	"DTXSID1046009"	"Coenzyme B12"	"13870-90-1"	"C72H100CoN18O17P"	1579.608	20055083
1634	"DTXSID1046051"	"D-Galactitol"	"608-66-2"	"C6H14O6"	182.172	11850
1635	"DTXSID1046055"	"Amiloxate"	"71617-10-2"	"C15H20O3"	248.322	92386
1636	"DTXSID1046059"	"4-Methoxy-(2E)-cinnamic acid"	"943-89-5"	"C10H10O3"	178.187	699414
1637	"DTXSID1046130"	"Tetridamine"	"17289-49-5"	"C9H15N3"	165.24	28446
1638	"DTXSID1046132"	"Risedronate sodium"	"115436-72-1"	"C7H9NNa2O7P2"	327.076	9862176
1639	"DTXSID1046134"	"Benziodarone"	"68-90-6"	"C17H12I2O3"	518.089	6237
1640	"DTXSID1046136"	"Loretin"	"547-91-1"	"C9H6INO4S"	351.11	11043
1641	"DTXSID1046138"	"Benzobarbital"	"744-80-9"	"C19H16N2O4"	336.347	12938
1642	"DTXSID1046180"	"Ftormetazine"	"33414-30-1"	"C21H22F3N3OS"	421.48	969494
1643	"DTXSID1046182"	"Diamthazole"	"95-27-2"	"C15H23N3OS"	293.43	8708
1644	"DTXSID1046184"	"1-Piperidinocyclohexanecarbonitrile"	"3867-15-0"	"C12H20N2"	192.306	62529
1645	"DTXSID1046186"	"Azabuperone"	"2856-81-7"	"C17H23FN2O"	290.382	18484
1646	"DTXSID1046188"	"Fosenazide"	"16543-10-5"	"C14H15N2O2P"	274.26	27918
1647	"DTXSID1046211"	"Fluindione"	"957-56-2"	"C15H9FO2"	240.233	68942
1648	"DTXSID1046213"	"Octaverine"	"549-68-8"	"C23H27NO5"	397.471	68363
1649	"DTXSID1046215"	"Ethiazide"	"1824-58-4"	"C9H12ClN3O4S2"	325.78	15763
1650	"DTXSID1046217"	"Lifibrate"	"22204-91-7"	"C20H21Cl2NO4"	410.29	31060
1651	"DTXSID1046261"	"Glucuronamide"	"61914-43-0"	"C6H11NO6"	193.155	636367
1652	"DTXSID1046263"	"D-delta-Tocopherol"	"119-13-1"	"C27H46O2"	402.663	92094
1653	"DTXSID1046265"	"Iophenoxic acid"	"96-84-4"	"C11H11I3O3"	571.919	7315
1654	"DTXSID1046267"	"Sulazepam"	"2898-13-7"	"C16H13ClN2S"	300.8	17931
1655	"DTXSID1046269"	"Piperoxan"	"59-39-2"	"C14H19NO2"	233.311	6040
1656	"DTXSID1046342"	"Eltanolone"	"128-20-1"	"C21H34O2"	318.501	92786
1657	"DTXSID1046344"	"Suramin"	"145-63-1"	"C51H40N6O23S6"	1297.26	5361
1658	"DTXSID1046346"	"D-Isoleucine"	"319-78-8"	"C6H13NO2"	131.175	11051686
1659	"DTXSID1046348"	"Dexfosfoserine"	"407-41-0"	"C3H8NO6P"	185.072	68841
1660	"DTXSID1046390"	"Sulfisomidine"	"515-64-0"	"C12H14N4O2S"	278.33	5343
1661	"DTXSID1046392"	"Nicothiazone"	"555-90-8"	"C7H8N4S"	180.23	6474573
1662	"DTXSID1046394"	"Glyoctamide"	"1038-59-1"	"C16H24N2O3S"	324.44	13953
1663	"DTXSID1046396"	"DL-alpha Tocopheryl nicotinate"	"43119-47-7"	"C35H53NO3"	535.813	27990
1664	"DTXSID1046398"	"Nihydrazone"	"67-28-7"	"C7H7N3O4"	197.15	9561033
1665	"DTXSID1046421"	"4-Hydroxyphenylsulfonic acid"	"98-67-9"	"C6H6O4S"	174.17	4765
1666	"DTXSID1046423"	"Azaclorzine"	"49864-70-2"	"C22H24ClN3OS"	413.96	39526
1667	"DTXSID1046425"	"Sulfacarbamide"	"547-44-4"	"C7H9N3O3S"	215.23	11033
1668	"DTXSID1046427"	"Lomerizine dihydrochloride"	"101477-54-7"	"C27H32Cl2F2N2O3"	541.46	122125
1669	"DTXSID1046429"	"Lacidipine"	"103890-78-4"	"C26H33NO6"	455.551	5311217
1670	"DTXSID1046471"	"Ractopamine hydrochloride"	"90274-24-1"	"C18H24ClNO3"	337.84	14010333
1671	"DTXSID1046475"	"Trocimine"	"14368-24-2"	"C17H25NO4"	307.39	26650
1672	"DTXSID1046477"	"Floxacillin sodium hydrate"	"34214-51-2"	"C19H18ClFN3NaO6S"	493.87	23706211
1673	"DTXSID1046479"	"Epalrestat"	"82159-09-9"	"C15H13NO3S2"	319.39	1584822
1674	"DTXSID1046500"	"Cloprostenol sodium"	"55028-72-3"	"C22H28ClNaO6"	446.9	17756794
1675	"DTXSID1046502"	"Epinastine hydrochloride"	"108929-04-0"	"C16H16ClN3"	285.78	157313
1676	"DTXSID1046504"	"Indoramin hydrochloride"	"38821-52-2"	"C22H26ClN3O"	383.92	38102
1677	"DTXSID1046506"	"Rufinamide"	"106308-44-5"	"C10H8F2N4O"	238.198	129228
1678	"DTXSID1046508"	"2-{[(2E)-2-(1-Azabicyclo[2.2.2]oct-3-ylidene)-2-fluoroethyl]oxy}-9H-carbazole"	"182959-33-7"	"C21H22ClFN2O"	372.87	60196293
1679	"DTXSID1046550"	"Pyrithioxin dihydrochloride"	"10049-83-9"	"C16H22Cl2N2O4S2"	441.38	82325
1680	"DTXSID1046552"	"Oxytocin acetate"	"6233-83-6"	"C45H70N12O14S2"	1067.25	12004215
1681	"DTXSID1046556"	"Fluazuron"	"86811-58-7"	"C20H10Cl2F5N3O3"	506.21	65651
1682	"DTXSID1046558"	"2-Chloro-5-methylphenol"	"615-74-7"	"C7H7ClO"	142.58	12008
1683	"DTXSID1046631"	"Eprazinone dihydrochloride"	"10402-53-6"	"C24H34Cl2N2O2"	453.45	73356
1684	"DTXSID1046633"	"Prosultiamine"	"59-58-5"	"C15H24N4O2S2"	356.5	4963
1685	"DTXSID1046637"	"Pirenoxine sodium"	"51410-30-1"	"C16H7N2NaO5"	330.231	23695982
1686	"DTXSID1046639"	"Pilsicainide"	"88069-67-4"	"C17H24N2O"	272.392	4820
1687	"DTXSID1046681"	"Vandetanib"	"443913-73-3"	"C22H24BrFN4O2"	475.362	3081361
1688	"DTXSID1046683"	"Deslorelin acetate"	"82318-06-7"	"C66H87N17O14"	1342.527	25077533
1689	"DTXSID1046685"	"Ramatroban"	"116649-85-5"	"C21H21FN2O4S"	416.47	123879
1690	"DTXSID1046687"	"Tenatoprazole"	"113712-98-4"	"C16H18N4O3S"	346.41	636411
1691	"DTXSID1046689"	"Ormetoprim"	"6981-18-6"	"C14H18N4O2"	274.324	23418
1692	"DTXSID1046710"	"Norfenefrine hydrochloride"	"4779-94-6"	"C8H12ClNO2"	189.64	3016408
1693	"DTXSID1046712"	"Carumonam sodium"	"86832-68-0"	"C12H12N6Na2O10S2"	510.36	9568618
1694	"DTXSID1046714"	"Fleroxacin"	"79660-72-3"	"C17H18F3N3O3"	369.344	3357
1695	"DTXSID1046716"	"Mofezolac"	"78967-07-4"	"C19H17NO5"	339.347	4237
1696	"DTXSID1046760"	"Ethylmorphine"	"76-58-4"	"C19H23NO3"	313.397	5359271
1697	"DTXSID1046764"	"Etryptamine"	"2235-90-7"	"C12H16N2"	188.274	8367
1698	"DTXSID1046766"	"Betaprodine"	"468-59-7"	"C16H23NO2"	261.365	5284516
1699	"DTXSID1046768"	"Iodophthalein sodium"	"2217-44-9"	"C20H8I4Na2O4"	865.877	75194
1700	"DTXSID1046841"	"Dimefline hydrochloride"	"2740-04-7"	"C20H22ClNO3"	359.85	443942
1701	"DTXSID1046843"	"Siccanin"	"22733-60-4"	"C22H30O3"	342.479	192160
1702	"DTXSID1046845"	"Isothipendyl hydrochloride"	"1225-60-1"	"C16H20ClN3S"	321.87	14668
1703	"DTXSID1046847"	"Propiverine hydrochloride"	"54556-98-8"	"C23H30ClNO3"	403.95	441412
1704	"DTXSID1046849"	"Arotinolol hydrochloride"	"68377-91-3"	"C15H22ClN3O2S3"	407.99	155032
1705	"DTXSID1046891"	"Mebrofenin"	"78266-06-5"	"C15H19BrN2O5"	387.23	54158
1706	"DTXSID1046895"	"Imexon"	"59643-91-3"	"C4H5N3O"	111.104	68791
1707	"DTXSID1046920"	"Tenovin-1"	"380315-80-0"	"C20H23N3O2S"	369.48	1013376
1708	"DTXSID1046922"	"Norgestimate"	"35189-28-7"	"C23H31NO3"	369.505	6540478
1709	"DTXSID1046924"	"Carpronium chloride"	"13254-33-6"	"C8H18ClNO2"	195.69	25804
1710	"DTXSID1046926"	"Eledoisin"	"69-25-0"	"C54H85N13O15S"	1188.41	10328936
1711	"DTXSID1046970"	"2-(2,6-Diisopropylphenyl)-5-hydroxy-1H-isoindole-1,3-dione"	"105624-86-0"	"C20H21NO3"	323.392	11723708
1712	"DTXSID1046974"	"2-Phenylmercaptoethanol"	"699-12-7"	"C8H10OS"	154.23	69685
1713	"DTXSID1046976"	"4-Methylumbelliferone hydrate"	"103764-33-6"	"C10H10O4"	194.186	60196415
1714	"DTXSID1046978"	"N-(Alkyl C10-C16)-N,N-dimethylglycine betaine"	"66455-29-6"			4292413
1715	"DTXSID1047027"	"Ditridecyl phthalate (mixture of branched chain isomers)"	"75359-31-8"			60196427
1716	"DTXSID1047029"	"Perfluorotetradecahydrophenanthrene"	"306-91-2"	"C14F24"	624.116	78972
1717	"DTXSID1047071"	"2-Methylphenethyl alcohol"	"19819-98-8"	"C9H12O"	136.194	88267
1718	"DTXSID1047075"	"2,3,5-Trimethylpyrazine"	"14667-55-1"	"C7H10N2"	122.171	26808
1719	"DTXSID1047102"	"Dehydroabietylamine acetate"	"2026-24-6"	"C22H35NO2"	345.527	62418
1720	"DTXSID1047104"	"trans-2,cis-6-Nonadienal"	"557-48-2"	"C9H14O"	138.21	6428555
1721	"DTXSID1047106"	"Citronellic acid"	"502-47-6"	"C10H18O2"	170.252	10402
1722	"DTXSID1047108"	"Cyclopentanethiol"	"1679-07-8"	"C5H10S"	102.2	15510
1723	"DTXSID1047150"	"tert-Butyl hydrogen phthalate"	"33693-84-4"	"C12H14O4"	222.24	134976
1724	"DTXSID1047152"	"Geranyl butyrate"	"106-29-6"	"C14H24O2"	224.344	5355856
1725	"DTXSID1047156"	"2-(2-Butyl)-4,5-dimethyl-3-thiazoline"	"65894-82-8"	"C9H17NS"	171.3	5362564
1726	"DTXSID1047158"	"2-Heptanol"	"543-49-7"	"C7H16O"	116.204	10976
1727	"DTXSID1047239"	"cis-Nerolidol"	"3790-78-1"	"C15H26O"	222.372	5320128
1728	"DTXSID1047281"	"CP-612372"	"353280-07-6"	"C22H20N4O4"	404.426	9865929
1729	"DTXSID1047283"	"CP-728663"	"368832-42-2"	"C26H33N3O2"	419.569	9888347
1730	"DTXSID1047285"	"PHA-00568487"	"527680-56-4"	"C16H20N2O3"	288.347	9932000
1731	"DTXSID1047287"	"UK-333747"	"197077-55-7"	"C17H12Cl2N6O4"	435.22	9867605
1732	"DTXSID1047289"	"UK-343664"	"215297-27-1"	"C28H35N7O4S"	565.69	9959619
1733	"DTXSID1047310"	"Farglitazar"	"196808-45-4"	"C34H30N2O5"	546.623	170364
1734	"DTXSID1047312"	"GSK232420A"	"864283-48-7"	"C12H9F6N3O"	325.214	11472813
1735	"DTXSID1047316"	"Aplaviroc hydrochloride"	"461023-63-2"	"C33H44ClN3O6"	614.18	6918686
1736	"DTXSID1047318"	"SB202235"	"139149-55-6"	"C16H16N2O4"	300.314	153939
1737	"DTXSID1047360"	"SR58611"	"929601-09-2"	"C22H27Cl2NO4"	440.36	21935081
1738	"DTXSID1047362"	"SSR150106"	"NOCAS_47362"	"C17H17NO3"	283.327	53316380
1739	"DTXSID1047364"	"SSR 103800"	"1075752-90-7"			60196405
1740	"DTXSID1047366"	"SAR115740"	"NOCAS_47366"	"C24H17F2N3O"	401.417	53316382
1741	"DTXSID1047368"	"SSR69071"	"344930-95-6"	"C27H32N4O7S"	556.63	9872438
1742	"DTXSID1047441"	"L-Isoleucine"	"73-32-5"	"C6H13NO2"	131.175	
1743	"DTXSID1047443"	"3-Methoxy-5-methylphenol"	"3209-13-0"	"C8H10O2"	138.166	76674
1744	"DTXSID1047447"	"Hydrazinecarboxylic acid, phenylmethyl ester"	"5331-43-1"	"C8H10N2O2"	166.18	79242
1745	"DTXSID1047491"	"Pyrazinyl methyl sulfide"	"21948-70-9"	"C5H6N2S"	126.18	519907
1746	"DTXSID1047493"	"Midodrine hydrochloride"	"43218-56-0"	"C12H19ClN2O4"	290.74	18340
1747	"DTXSID1047497"	"Octyl decyl phthalate"	"119-07-3"	"C26H42O4"	418.618	8380
1748	"DTXSID1047499"	"Monosodium oxalate"	"1186-49-8"	"C2HNaO4"	112.016	
1749	"DTXSID1047520"	"1,1-Dimethoxyoctane"	"10022-28-3"	"C10H22O2"	174.284	61431
1750	"DTXSID1047524"	"Kanamycin A sulfate"	"25389-94-0"	"C18H38N4O15S"	582.58	441374
1751	"DTXSID1047526"	"C10-21 alkanesulfonic acids phenyl esters"	"91082-17-6"			20478723
1752	"DTXSID1047528"	"Benzyloctyl adipate"	"58394-64-2"	"C21H32O4"	348.483	94037
1753	"DTXSID1047570"	"(1R,5R)-3,3,5-trimethylcyclohexanol"	"933-48-2"	"C9H18O"	142.242	1550823
1754	"DTXSID1047574"	"3,7-Dimethylocta-1,6-dien-3-yl propanoate"	"144-39-8"	"C13H22O2"	210.317	61098
1755	"DTXSID1047576"	"Cotinine"	"486-56-6"	"C10H12N2O"	176.219	854019
1756	"DTXSID1047578"	"1H,1H,2H,2H-Perfluorohexyl iodide"	"2043-55-2"	"C6H4F9I"	373.988	74887
1757	"DTXSID1047601"	"1,1-Dimethylphenylethanol"	"100-86-7"	"C10H14O"	150.221	7531
1758	"DTXSID1047603"	"Benzyl 3-methylbutanoate"	"103-38-8"	"C12H16O2"	192.258	7651
1759	"DTXSID1047605"	"Phenethyl cinnamate"	"103-53-7"	"C17H16O2"	252.313	7659
1760	"DTXSID1047607"	"3-Phenylprop-2-en-1-yl propanoate"	"103-56-0"	"C12H14O2"	190.242	7661
1761	"DTXSID1047609"	"4-Hydroxyoctanoic acid lactone"	"104-50-7"	"C8H14O2"	142.198	7704
1762	"DTXSID1047651"	"Ethyl nonanoate"	"123-29-5"	"C11H22O2"	186.295	31251
1763	"DTXSID1047655"	"Octanenitrile"	"124-12-9"	"C8H15N"	125.215	31286
1764	"DTXSID1047657"	"1,3-Nonanediol monoacetate"	"1322-17-4"			234237
1765	"DTXSID1047659"	"Methyl 3-nonenoate"	"13481-87-3"	"C10H18O2"	170.252	61631
1766	"DTXSID1047730"	"Orange terpenes"	"8028-48-6"			
1767	"DTXSID1047780"	"Mephentermine hemisulfate"	"1212-72-2"	"C22H36N2O4S"	424.6	71611
1768	"DTXSID1047782"	"Antazoline hydrochloride"	"2508-72-7"	"C17H20ClN3"	301.82	17275
1769	"DTXSID1047784"	"Flavoxate hydrochloride"	"3717-88-2"	"C24H26ClNO4"	427.93	441345
1770	"DTXSID1047786"	"Moricizine hydrochloride"	"29560-58-5"	"C22H26ClN3O4S"	463.98	34632
1771	"DTXSID1047788"	"Ciprofloxacin hydrochloride"	"93107-08-5"	"C17H19ClFN3O3"	367.81	62999
1772	"DTXSID1047811"	"Hydroxychloroquine sulfate"	"747-36-4"	"C18H28ClN3O5S"	433.95	12947
1773	"DTXSID1047813"	"Rimantadine hydrochloride"	"1501-84-4"	"C12H22ClN"	215.77	15165
1774	"DTXSID1047815"	"Chlorphentermine hydrochloride"	"151-06-4"	"C10H15Cl2N"	220.14	65477
1775	"DTXSID1047817"	"Trimetrexate trihydrochloride"	"NOCAS_47817"	"C19H26Cl3N5O3"	478.8	45006154
1776	"DTXSID1047819"	"Mefloquine hydrochloride"	"51773-92-3"	"C17H17ClF6N2O"	414.78	65329
1777	"DTXSID1047869"	"Palmatine chloride hydrate"	"171869-95-7"	"C21H24ClNO5"	405.88	16212317
1778	"DTXSID1047940"	"1-Ethyl-1-methylpyrrolidinium bis(trifluoromethylsulfonyl)imide"	"223436-99-5"	"C9H16F6N2O4S2"	394.35	53316417
1779	"DTXSID1047942"	"1-Methyl-1-propylpyrrolidinium bis(trifluoromethylsulfonyl)imide"	"223437-05-6"	"C10H18F6N2O4S2"	408.37	25171607
1780	"DTXSID1047944"	"Trihexyltetradecylphosphonium chloride"	"258864-54-9"	"C32H68ClP"	519.32	11375816
1781	"DTXSID1047946"	"1-Methyl-3-octylimidazolium trifluoromethanesulfonate"	"403842-84-2"	"C13H23F3N2O3S"	344.39	16212746
1782	"DTXSID1047948"	"1-Hexyl-3-methylimidazolium chloride"	"171058-17-6"	"C10H19ClN2"	202.73	2734163
1783	"DTXSID1048122"	"Benzyl-C8-18-alkyldimethylammonium chlorides"	"63449-41-2"			31202
1784	"DTXSID1048170"	"FR150011"	"149413-74-1"	"C24H23NO4S"	421.51	10159191
1785	"DTXSID1048172"	"PharmaGSID_48172"	"NOCAS_48172"	"C27H28N4O7S"	552.6	60196440
1786	"DTXSID1048174"	"FR167356"	"174185-16-1"	"C19H17Cl2NO3"	378.25	10068207
1787	"DTXSID1048176"	"YM 218"	"387816-82-2"	"C74H80F4N8O12"	1349.492	11982778
1788	"DTXSID1048178"	"FR130739"	"136042-19-8"	"C24H22N7Na"	431.479	23668568
1789	"DTXSID1048201"	"Cyclobutyl phenyl ketone"	"5407-98-7"	"C11H12O"	160.216	79414
1790	"DTXSID1048203"	"Ethyl 4-chlorophenyl ketone"	"6285-05-8"	"C9H9ClO"	168.62	22697
1791	"DTXSID1048207"	"Diphenyl phosphate"	"838-85-7"	"C12H11O4P"	250.19	13282
1792	"DTXSID1048209"	"tert-Butyl phenyl ketone"	"938-16-9"	"C11H14O"	162.232	70308
1793	"DTXSID1048259"	"Desmopressin"	"16679-58-6"	"C46H64N14O12S2"	1069.22	16051933
1794	"DTXSID1048590"	"Cefetamet pivoxil HCl"	"111696-23-2"	"C20H26ClN5O7S2"	548.03	5485221
1795	"DTXSID1048592"	"Cefozopran hydrochloride"	"113981-44-5"	"C19H18ClN9O5S2"	551.98	6918222
1796	"DTXSID1048594"	"Ceftezole sodium"	"41136-22-5"	"C13H11N8NaO4S3"	462.45	23688977
1797	"DTXSID1048596"	"Deferasirox"	"201530-41-8"	"C21H15N3O4"	373.368	5493381
1798	"DTXSID1048598"	"Diflucortolone valerate"	"59198-70-8"	"C27H36F2O5"	478.577	91670
1799	"DTXSID1048621"	"Tiludronate disodium"	"149845-07-8"	"C7H7ClNa2O6P2S"	362.56	60936
1800	"DTXSID1048623"	"Tocophersolan"	"9002-96-4"			9938056
1801	"DTXSID1048625"	"Zofenopril calcium"	"81938-43-4"	"C44H44CaN2O8S4"	897.16	3033690
1802	"DTXSID1048627"	"Ritonavir"	"155213-67-5"	"C37H48N6O5S2"	720.95	392622
1803	"DTXSID1048629"	"Cilazapril"	"88768-40-5"	"C22H31N3O5"	417.506	56330
1804	"DTXSID1048671"	"Chrysarobin"	"491-59-8"	"C15H12O3"	240.258	10288
1805	"DTXSID1048675"	"D-Glutamic acid"	"6893-26-1"	"C5H9NO4"	147.13	23327
1806	"DTXSID1048677"	"Clindamycin phosphate"	"24729-96-2"	"C18H34ClN2O8PS"	504.96	443385
1807	"DTXSID1048679"	"Spiradoline"	"87151-85-7"	"C22H30Cl2N2O2"	425.39	55652
1808	"DTXSID1048700"	"Brilliant Green"	"633-03-4"	"C27H34N2O4S"	482.64	12449
1809	"DTXSID1048702"	"Diisopropylaminomethyl-polystyrene"	"NOCAS_48702"			
1810	"DTXSID1048704"	"L-(-)-Sorbose"	"87-79-6"	"C6H12O6"	180.156	6904
1811	"DTXSID1048706"	"trans-Aconitic acid"	"4023-65-8"	"C6H6O6"	174.108	444212
1812	"DTXSID1048708"	"Medazepam"	"2898-12-6"	"C16H15ClN2"	270.76	4041
1813	"DTXSID1048750"	"Improsulfan tosylate"	"32784-82-0"	"C15H27NO9S3"	461.56	284314
1814	"DTXSID1048752"	"3,7-Bis(3,4-dimethoxyphenyl)tetrahydro-1H,5H-[1,2,4]triazolo[1,2-a][1,2,4]triazole-1,5-dithione"	"907169-79-3"	"C20H22N4O4S2"	446.54	3003870
1815	"DTXSID1048754"	"Amoebicon"	"116-49-4"	"C8H9AsBiNO6"	499.063	16682839
1816	"DTXSID1048756"	"Trimethoquinol"	"18559-59-6"	"C19H24ClNO5"	381.85	656634
1817	"DTXSID1048758"	"Perlapine"	"1977-11-3"	"C19H21N3"	291.398	16106
1818	"DTXSID1048831"	"Amineptine"	"57574-09-1"	"C22H27NO2"	337.463	34870
1819	"DTXSID1048833"	"Flosequinan"	"76568-02-0"	"C11H10FNO2S"	239.26	4474062
1820	"DTXSID1048835"	"Thenalidine"	"86-12-4"	"C17H22N2S"	286.44	27901
1821	"DTXSID1048837"	"Phenoxypropazine"	"3818-37-9"	"C9H14N2O"	166.224	71467
1822	"DTXSID1048839"	"Bisoxatin acetate"	"14008-48-1"	"C24H19NO6"	417.417	26391
1823	"DTXSID1048881"	"S-(+)-2,5-Dimethoxy-4-bromoamphetamine hydrochloride"	"50505-93-6"	"C11H17BrClNO2"	310.62	60196331
1824	"DTXSID1048883"	"4-Bromo-2,5-dimethoxyamphetamine hydrochloride"	"29705-96-2"	"C11H17BrClNO2"	310.62	151318
1825	"DTXSID1048885"	"(S)-(+)-2,5-Dimethoxy-4-methylamphetamine hydrochloride"	"50505-89-0"	"C12H20ClNO2"	245.75	60196326
1826	"DTXSID1048887"	"(2S)-1-(2,5-Dimethoxyphenyl)propan-2-amine hydrogen chloride (1:1)"	"50505-85-6"	"C11H18ClNO2"	231.72	60196327
1827	"DTXSID1048889"	"(-)-2,5-Dimethoxy-4-ethylamphetamine hydrochloride"	"42011-76-7"	"C13H22ClNO2"	259.77	60196320
1828	"DTXSID1048910"	"(+)-Metazocine fumarate (2:1)"	"133005-40-0"	"C34H46N2O6"	578.75	60196312
1829	"DTXSID1048912"	"4-Dimethylamino-2,2-diphenylvaleronitrile"	"125-79-1"	"C19H22N2"	278.399	31331
1830	"DTXSID1048914"	"Morphine sulfate pentahydrate"	"6211-15-0"	"C34H50N2O15S"	758.83	6321225
1831	"DTXSID1048916"	"(-)-alpha-Methadol hydrochloride"	"53757-34-9"	"C21H30ClNO"	347.93	3041255
1832	"DTXSID1048918"	"Dextromoramide tartrate"	"2922-44-3"	"C29H38N2O8"	542.629	92942
1833	"DTXSID1048960"	"Diatrizoic acid dihydrate"	"50978-11-5"	"C11H13I3N2O6"	649.946	12598086
1834	"DTXSID1048962"	"Glycerol phosphate calcium salt"	"58409-70-4"	"C3H7CaO6P"	210.135	62820
1835	"DTXSID1048964"	"Prednisolone 21-hemisuccinate"	"2920-86-7"	"C25H32O8"	460.523	656804
1836	"DTXSID1048966"	"Sucrose octasulfate-aluminum complex"	"54182-58-0"	"C12H46Al16O67S8"	1950.62	60196357
1837	"DTXSID1048968"	"Terodiline hydrochloride"	"7082-21-5"	"C20H28ClN"	317.9	23479
1838	"DTXSID1049011"	"(+)-Cyclazocine"	"7313-87-3"	"C18H25NO"	271.404	6603759
1839	"DTXSID1049013"	"Fiduxosin hydrochloride"	"208992-74-9"	"C30H30ClN5O4S"	592.11	172306
1840	"DTXSID1049015"	"Prochlorperazine dimaleate salt"	"84-02-6"	"C28H32ClN3O8S"	606.09	5281032
1841	"DTXSID1049017"	"Tenamfetamine hydrochloride"	"6292-91-7"	"C10H14ClNO2"	215.68	110823
1842	"DTXSID1049019"	"Normorphine"	"466-97-7"	"C16H17NO3"	271.316	443403
1843	"DTXSID1049061"	"Iomeprol"	"78649-41-9"	"C17H22I3N3O8"	777.089	3731
1844	"DTXSID1049063"	"Moxifloxacin hydrochloride monohydrate"	"192927-63-2"	"C21H27ClFN3O5"	455.91	9890250
1845	"DTXSID1049065"	"rac Nebivolol hydrochloride"	"169293-50-9"	"C22H26ClF2NO4"	441.9	11626384
1846	"DTXSID1049067"	"Prasugrel hydrochloride"	"389574-19-0"	"C20H21ClFNO3S"	409.9	10158453
1847	"DTXSID1049069"	"Sucrose octasulfate, sodium salt"	"74135-10-7"	"C12H14Na8O27S8"	1030.62	60196368
1848	"DTXSID1049221"	"9-Anthracenemethanol"	"1468-95-7"	"C15H12O"	208.26	73848
1849	"DTXSID1049223"	"2-Aminofluorene"	"153-78-6"	"C13H11N"	181.238	1539
1850	"DTXSID1049225"	"Oxazolone"	"15646-46-5"	"C12H11NO3"	217.224	1712094
1851	"DTXSID1049227"	"1,2-Dimethyl-3-propylimidazolium bis(trifluoromethylsulfonyl)imide"	"169051-76-7"	"C10H15F6N3O4S2"	419.36	11750474
1852	"DTXSID1049229"	"1-Methyl-3-tetradecylimidazolium chloride"	"171058-21-2"	"C18H35ClN2"	314.94	2734229
1853	"DTXSID1049271"	"9,10-Dihydrobenzo[a]pyren-7(8H)-one"	"3331-46-2"	"C20H14O"	270.331	95717
1854	"DTXSID1049273"	"12-Bromo-1-dodecanol"	"3344-77-2"	"C12H25BrO"	265.235	137895
1855	"DTXSID1049275"	"1-Butyl-4-methylpyridinium tetrafluoroborate"	"343952-33-0"	"C10H16BF4N"	237.05	11492406
1856	"DTXSID1049277"	"3'-Chloropropiophenone"	"34841-35-5"	"C9H9ClO"	168.62	587128
1857	"DTXSID1049279"	"1-Ethylpyridinium tetrafluoroborate"	"350-48-1"	"C7H10BF4N"	194.97	12077313
1858	"DTXSID1049300"	"1-Ethyl-3-methylimidazolium hydrogen sulfate"	"412009-61-1"	"C6H12N2O4S"	208.23	16217215
1859	"DTXSID1049302"	"1-Iodododecane"	"4292-19-7"	"C12H25I"	296.236	20282
1860	"DTXSID1049304"	"Trihexyltetradecylphosphonium bis(trifluoromethylsulfonyl)imide"	"460092-03-9"	"C34H68F6NO4PS2"	764.01	11181836
1861	"DTXSID1049306"	"1,4-Dichlorophthalazine"	"4752-10-7"	"C8H4Cl2N2"	199.03	78490
1862	"DTXSID1049308"	"2-Methyl-2-butenal"	"497-03-0"	"C5H8O"	84.118	5321950
1863	"DTXSID1049350"	"1-Bromo-4-chlorobutane"	"6940-78-9"	"C4H8BrCl"	171.46	81364
1864	"DTXSID1049352"	"1,3-Didecyl-2-methylimidazolium chloride"	"70862-65-6"	"C24H47ClN2"	399.1	2775940
1865	"DTXSID1049354"	"12-Bromododecanoic acid"	"73367-80-3"	"C12H23BrO2"	279.218	175468
1866	"DTXSID1049356"	"1-Butyl-2,3-dimethylimidazolium trifluoromethanesulfonate"	"765910-73-4"	"C10H17F3N2O3S"	302.31	2734250
1867	"DTXSID1049358"	"1-Methyl-3-propylimidazolium chloride"	"79917-89-8"	"C7H15ClN2"	162.66	60196378
1868	"DTXSID1049431"	"Anthrone"	"90-44-8"	"C14H10O"	194.233	7018
1869	"DTXSID1049433"	"1-Phenyl-3-pyrazolidinone"	"92-43-3"	"C9H10N2O"	162.192	7090
1870	"DTXSID1049481"	"NTP Mix44 CT1 3-EQP"	"NOCAS_49481"			
1871	"DTXSID1049483"	"NTP Mix36 CT1 2-EQP"	"NOCAS_49483"			
1872	"DTXSID1049485"	"NTP Mix46 CT1 3-EQP"	"NOCAS_49485"			
1873	"DTXSID1049487"	"NTP Mix47 CT1 3-EQP"	"NOCAS_49487"			
1874	"DTXSID1049489"	"NTP Mix49 CT1 3-EQP"	"NOCAS_49489"			
1875	"DTXSID1049510"	"NTP Mix17 AR1 8-GP"	"NOCAS_49510"			
1876	"DTXSID1049512"	"NTP Mix19 AR1 8-GP"	"NOCAS_49512"			
1877	"DTXSID1049514"	"NTP Mix118 ER1 5-EQP"	"NOCAS_49514"			
1878	"DTXSID1049516"	"NTP Mix96 ER1 10-EQP"	"NOCAS_49516"			
